Table S7: Significant and stability-selected host gene-microbe associations at FDR < 0.1 for IBD data,,,,,,,,,
,,,,,,,,,
gene,taxa,final_model_r.sqr,final_model_r.sqr.adj,pval,ci.lower,ci.upper,Bonferonni_global,BY_global,BH_global
WIPF1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3294604,0.2907755,0.000231936,-0.4943432,-0.1508479,1,0.913873545,0.06186254
GSTM5,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.1578821,0.1261041,0.000232075,-0.4974922,-0.1517995,1,0.913918335,0.061865572
SERINC2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4378536,0.4054221,0.000232651,0.1165446,0.3820491,1,0.915594939,0.061979066
PTGFR,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1983133,0.168061,0.000232816,-0.640284,-0.1953053,1,0.915684807,0.06198515
LCMT1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2798249,0.2233406,0.000232953,0.05920881,0.1941203,1,0.91570567,0.061986562
LIN7A,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.368874,0.3450579,0.000234188,-0.4096936,-0.1248929,1,0.918889637,0.062202093
DHRS11,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.327151,0.2743786,0.000234246,-0.4116799,-0.1254951,1,0.918952244,0.062206331
TLR4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4335849,0.3891602,0.000234833,-0.3714184,-0.1131928,1,0.920513288,0.062312002
APBA3,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia,0.7471081,0.6909099,0.000235139,0.0304942,0.1000738,1,0.921283056,0.06236411
MYO5A,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3885012,0.3405405,0.00023661,-0.3984214,-0.1213276,1,0.926037077,0.062685922
MSRB2,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.1964323,0.1815514,0.000236755,-0.144343,-0.04395264,1,0.92643945,0.06271316
REEP6,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.6125674,0.5264713,0.000237019,-0.18437,-0.05613446,1,0.92730451,0.062771718
LILRA1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2264295,0.2121041,0.000237264,-0.5413598,-0.1648082,1,0.928007458,0.062819303
ZFP36,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG 003,0.3932211,0.3325432,0.000238307,0.1111497,0.3652689,1,0.930907113,0.063015588
F3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3815575,0.3458781,0.000239926,-0.3809658,-0.1158448,1,0.935625765,0.063335006
MST1R,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.3056429,0.2655839,0.000240779,0.09541777,0.3139053,1,0.93861364,0.063537263
VASH1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2231612,0.2087753,0.000240861,-0.4162527,-0.1265238,1,0.938765043,0.063547512
CTSK,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.187789,0.1727481,0.000241074,-0.696127,-0.2115748,1,0.9391401,0.063572901
KCND3,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] hallii group,0.34907064,0.311517023,0.000244594,-0.557631954,-0.169226197,1,0.948692286,0.064219514
ADCK5,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.4075385,0.3482924,0.00024542,-0.1505119,-0.04566024,1,0.95121004,0.064389947
KCND2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella,0.530076,0.450089,0.00024615,0.02289221,0.07548405,1,0.952673019,0.06448898
FHDC1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1736908,0.1425093,0.000246379,0.09269574,0.3056818,1,0.95320252,0.064524824
GNA15,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1059475,0.08939101,0.000246419,-0.5321161,-0.1613576,1,0.95320252,0.064524824
PPP2R5B,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.3494151,0.2697516,0.000246657,0.08411977,0.2774335,1,0.953779997,0.064563915
C1orf210,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.248815,0.2204683,0.000247777,0.1158987,0.3824241,1,0.955886266,0.064706494
MUSK,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides,0.7136507,0.6250188,0.000247769,0.06655658,0.219612,1,0.955886266,0.064706494
PIP4K2A,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2131347,0.1834416,0.000248491,-0.3424935,-0.1037659,1,0.958130098,0.064858385
KLRC1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus 1,0.2269132,0.2125968,0.000250033,-0.1620431,-0.04906272,1,0.961497732,0.065086349
SLC16A6,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2910525,0.2501517,0.000250595,-0.4096903,-0.124015,1,0.963488136,0.065221084
EAF2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1691939,0.1378428,0.000250877,-0.3662433,-0.1108503,1,0.964059488,0.065259761
P4HA1,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.08230633,0.04767639,0.000251193,0.07003839,0.2314335,1,0.964930084,0.065318694
APPL2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1297157,0.09687483,0.000252544,0.1113161,0.3680381,1,0.968911309,0.065588193
RASA2,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister,0.2771074,0.2498284,0.000252502,-0.08568674,-0.0259171,1,0.968911309,0.065588193
SLC43A3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.409798,0.3375284,0.00025272,-0.3559565,-0.107654,1,0.969245307,0.065610803
ETV5,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.7148055,0.626531,0.000252931,-0.2481225,-0.07503454,1,0.969688829,0.065640826
FURIN,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.3779715,0.287259,0.000252996,0.07169733,0.2370934,1,0.969688829,0.065640826
GAS6,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.4110694,0.3521763,0.00025309,-0.1986748,-0.06007714,1,0.969688829,0.065640826
RAB12,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3713309,0.294351,0.000253105,-0.1603939,-0.04850108,1,0.969688829,0.065640826
LY96,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2848601,0.2578737,0.000253628,-0.4523178,-0.1367455,1,0.971001716,0.065729699
COTL1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.09482581,0.07806332,0.000253738,-0.2999505,-0.09067739,1,0.97125223,0.065746657
GGT6,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.199573,0.1693682,0.000254651,0.1253962,0.4149532,1,0.974054621,0.065936358
ARMC7,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.7447055,0.6808819,0.000254944,0.04114917,0.1361848,1,0.975002323,0.066000511
VAV2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] hallii group,0.331558,0.249708,0.000255804,0.05490756,0.1817832,1,0.977772704,0.066188045
IGSF6,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3634506,0.2997957,0.000255951,-0.4734324,-0.1429914,1,0.977989989,0.066202754
ITGB3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5130717,0.4534478,0.000256074,-0.3693889,-0.1115614,1,0.978011256,0.066204193
ROBO1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4447989,0.363832,0.000256093,-0.5140058,-0.1552368,1,0.978011256,0.066204193
DYSF,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1720967,0.1408551,0.00025625,-0.6059652,-0.1829979,1,0.978216859,0.066218111
ZNF821,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.2430022,0.1836298,0.000256597,-0.23178,-0.0699862,1,0.978938405,0.066266954
BSG,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.04814013,0.01222088,0.000258531,0.101246,0.3355723,1,0.984364781,0.06663428
FGF12,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.1476668,0.1155033,0.000258582,0.04072923,0.1349968,1,0.984383541,0.06663555
ATP6V1C2,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.2047399,0.17473,0.000258859,-0.2105072,-0.0635039,1,0.98491919,0.06667181
SSH3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4497332,0.417987,0.000258916,0.05359929,0.1776789,1,0.984964088,0.066674849
GSTA2,Bacteria;Firmicutes;Negativicutes;Selenomonadales,0.5003575,0.427493,0.000259196,0.0888334,0.2945117,1,0.98498537,0.06667629
HINT2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.6246475,0.5607577,0.000259073,0.05360474,0.1777083,1,0.98498537,0.06667629
SMPD3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.447424,0.3921665,0.000259181,0.09708259,0.3218585,1,0.98498537,0.06667629
C2orf70,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister,0.189839,0.1592669,0.000259292,0.03978617,0.1319093,1,0.985178761,0.066689381
ITIH1,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae NK4A214 group,0.4924641,0.3931635,0.000259359,0.04119557,0.1365859,1,0.985258879,0.066694804
TRIM8,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia,0.4274833,0.3300336,0.000259468,0.03191221,0.1058112,1,0.98550039,0.066711153
CTH,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1707852,0.1394941,0.000259691,0.08595477,0.2850257,1,0.986172452,0.066756646
ARHGAP25,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2604259,0.2177582,0.000260249,-0.5252002,-0.1583478,1,0.987424222,0.066841382
ADSS,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.1188782,0.08562836,0.000260904,0.05763078,0.1911979,1,0.989562889,0.066986154
KCTD12,Bacteria;Firmicutes;Clostridia;Clostridiales;Family XI;Anaerococcus,0.1706464,0.1393501,0.000261057,-0.2868035,-0.08644279,1,0.989969739,0.067013695
MAPK3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3482436,0.323649,0.000263686,0.06655306,0.2210476,1,0.99731032,0.067510598
SH3BP5,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2615298,0.233663,0.000264374,-0.4558749,-0.1372168,1,0.999564691,0.067663203
VDR,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1894433,0.1588562,0.000264505,0.1001169,0.3326356,1,0.999631851,0.067667749
LMCD1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5283266,0.4235102,0.000264933,-0.3236243,-0.09738794,1,1,0.06775883
C5AR1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1947613,0.1798495,0.000265307,-0.5765917,-0.1734871,1,1,0.067830754
ARHGAP29,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3838431,0.3355171,0.000267212,-0.4203565,-0.126382,1,1,0.068234285
NLRC4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2673556,0.2397086,0.000267485,-0.3509888,-0.1055148,1,1,0.068280123
PITX1,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.2895161,0.2485266,0.000267656,-0.3799204,-0.1142045,1,1,0.068299875
EGF,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] eligens group,0.7577526,0.658369,0.000268092,-0.2230417,-0.06703495,1,1,0.068375257
BEND7,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.47946,0.4386333,0.000268465,0.07393511,0.2460368,1,1,0.068434731
MDM1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3355121,0.3104371,0.000269098,-0.1486612,-0.04466208,1,1,0.068572078
LAMTOR4,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.3960361,0.361192,0.000269155,-0.1780329,-0.05348495,1,1,0.068574728
SGK2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1450347,0.1127718,0.000269449,0.1622269,0.5400602,1,1,0.068625667
MAML3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3379419,0.2997462,0.000269872,0.0862587,0.287207,1,1,0.068709464
MCAM,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2851242,0.2438813,0.000270092,-0.5608551,-0.1684305,1,1,0.068741537
MGLL,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2084956,0.1786276,0.00027053,0.07578192,0.2523893,1,1,0.068829077
ANKRD13B,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.5316554,0.4519372,0.000270698,0.03967046,0.13213,1,1,0.068835887
PIK3R5,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1554698,0.1398303,0.000270969,-0.4382632,-0.1315692,1,1,0.068868766
SH3PXD2B,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2234259,0.1786235,0.000271484,-0.3823825,-0.1147701,1,1,0.068944464
ZNF441,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.4732637,0.3836065,0.000271696,-0.1398076,-0.04195904,1,1,0.068969645
PTAFR,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2710649,0.2435579,0.000272398,-0.5328917,-0.1598871,1,1,0.069064372
WDR18,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.5715965,0.4986768,0.000272767,-0.1941012,-0.05822902,1,1,0.069121692
RAP1B,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.2106782,0.1651404,0.000273951,0.06865467,0.2289606,1,1,0.069266682
NCBP2-AS2,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.5883479,0.5182794,0.000274202,-0.1563259,-0.04687029,1,1,0.069293212
DEGS1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2928514,0.1724856,0.000274458,-0.266618,-0.07993053,1,1,0.069312111
IL7R,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3195625,0.2661948,0.000275038,-0.6827102,-0.204626,1,1,0.069416079
GBA2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3737435,0.3501112,0.000275825,0.06386939,0.2131581,1,1,0.069559018
CD80,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2076346,0.177734,0.000275899,-0.520873,-0.1560667,1,1,0.069565682
NFAM1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.277941,0.2362837,0.000276214,-0.4895634,-0.1466676,1,1,0.06959715
PPP1R13L,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella,0.4668749,0.3761303,0.000276279,0.07883699,0.2631575,1,1,0.069601383
PDGFD,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.3541399,0.2750549,0.000276533,-0.5290378,-0.158474,1,1,0.069632473
PLA1A,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.04442538,0.02672956,0.00027925,-0.5694791,-0.1704085,1,1,0.070108215
GRK5,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1716763,0.1404188,0.000279515,-0.4284185,-0.128185,1,1,0.07015068
SMIM22,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.5508178,0.5155878,0.0002802,0.1034609,0.3458774,1,1,0.070286379
CLEC4A,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2239013,0.1946146,0.000280934,-0.4329428,-0.1294678,1,1,0.070422399
APOPT1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2540798,0.2110459,0.000281343,0.04629851,0.1548475,1,1,0.07048867
MDC1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4680642,0.3904902,0.0002816,-0.1684492,-0.05036037,1,1,0.070528839
IL12RB1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2190486,0.2045865,0.000281948,-0.4458171,-0.1332658,1,1,0.07056566
FBXL8,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.1433361,0.127472,0.000282473,-0.1520429,-0.04544024,1,1,0.070626336
VPS28,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.5349354,0.4984598,0.000284348,-0.1114955,-0.03329819,1,1,0.071022273
TMEM108,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2133143,0.1346457,0.000284824,-0.2989037,-0.0892515,1,1,0.071092812
ASTE1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1162578,0.06527266,0.000285006,0.05860151,0.1962703,1,1,0.071125998
ZNF57,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1465531,0.1143476,0.000285147,0.08762661,0.293498,1,1,0.071148968
NBPF1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.167706,0.1196891,0.000286274,0.1456846,0.4881677,1,1,0.071393798
WNK4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.4561661,0.4017828,0.000287011,0.1133271,0.3798485,1,1,0.071540992
DNAJC24,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3808335,0.3050172,0.000287317,-0.1559393,-0.04651883,1,1,0.071580434
PRR15L,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.32313,0.2700421,0.000287955,0.1018677,0.3415611,1,1,0.071714943
LYZ,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2221669,0.177292,0.000288425,-0.5339765,-0.1592257,1,1,0.071795459
CCNL1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group,0.4200166,0.3745277,0.000289316,0.03932976,0.1319399,1,1,0.0719764
NHLRC4,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae NK4A214 group,0.5905551,0.5308444,0.000289349,0.04843385,0.1624834,1,1,0.0719764
RASGRP3,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3882637,0.3270901,0.00029264,-0.4204097,-0.1251632,1,1,0.07257271
THEMIS2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3342987,0.2820868,0.000292956,-0.5509597,-0.1640108,1,1,0.072626465
CCNL1,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae,0.4200166,0.3745277,0.000295087,-0.1173796,-0.03491407,1,1,0.073043449
GDF11,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.2685909,0.19545,0.000297085,-0.2921059,-0.08682148,1,1,0.073438409
EIF4G1,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.09713949,0.06306928,0.000298116,0.05284324,0.1778558,1,1,0.073631152
ABLIM2,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.5619288,0.4762193,0.000298286,-0.2305204,-0.06848628,1,1,0.073648308
CNTLN,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.6840563,0.5862642,0.000298739,-0.1933552,-0.05743514,1,1,0.073735278
TESK1,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG 013,0.7269945,0.6424928,0.000300928,0.03441209,0.1159412,1,1,0.07413771
SDHA,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.3315696,0.3063458,0.000301959,-0.1578846,-0.04684349,1,1,0.07432924
C9orf135,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.1969805,0.1821098,0.000302185,-0.3777648,-0.1120715,1,1,0.074359883
DONSON,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1195804,0.1032764,0.000302819,-0.2517789,-0.074678,1,1,0.074453023
SRBD1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Ruminococcus] gnavus group,0.1041848,0.08759565,0.00030368,-0.1538729,-0.04562462,1,1,0.074589607
BCAM,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5,0.4654254,0.3999673,0.00030398,-0.3457093,-0.1024946,1,1,0.074638217
PCDHGA3,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus,0.2093487,0.1637342,0.000304131,-0.1166284,-0.03457566,1,1,0.074642331
POLR2H,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.6462547,0.5946669,0.00030415,-0.1082282,-0.03208509,1,1,0.074642331
PLEKHO2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1488848,0.1331234,0.000304575,-0.4788259,-0.1419298,1,1,0.074683931
TXNRD2,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea,0.187876,0.1410227,0.000305984,-0.1322003,-0.03916579,1,1,0.074919784
ZNRF1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.08128088,0.04661223,0.000305998,0.05151017,0.1738684,1,1,0.074919784
GTF3C6,Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae,0.3847482,0.3094113,0.000307088,0.04426705,0.1494787,1,1,0.075098729
MYO1E,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.09917841,0.06518514,0.000308326,0.0894214,0.3020881,1,1,0.075351024
ADAMTSL3,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.1047368,0.08815788,0.000308974,-0.5752262,-0.1702336,1,1,0.075446287
IL1RAPL1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium] ventriosum group,0.2548975,0.1803873,0.000308967,0.04839987,0.1635447,1,1,0.075446287
ZNF280C,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.2921585,0.2654475,0.000309634,0.03126503,0.1056708,1,1,0.07558213
PDPN,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.273751092,0.231852116,0.00031004,-0.840999614,-0.248792133,1,1,0.075655952
PIGV,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.103152,0.05141072,0.000310743,0.05188883,0.1754455,1,1,0.075720183
ANKHD1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae NK4A136 group,0.3734661,0.3243262,0.000310916,0.03208884,0.1085049,1,1,0.075743524
MAPRE3,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae,0.2223503,0.2079494,0.000312319,-0.2493323,-0.07369973,1,1,0.075996657
PARS2,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.1964582,0.1501,0.000313047,0.05300512,0.1793672,1,1,0.076161102
F2R,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3934978,0.3706109,0.000313358,-0.506166,-0.1495615,1,1,0.076218068
PC,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.6916896,0.6608585,0.000314053,0.06037883,0.2043925,1,1,0.076331447
CSTA,Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella,0.1607261,0.1290554,0.00031419,0.09536838,0.3228537,1,1,0.076350206
KCNB1,Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae,0.6301375,0.5479459,0.000315131,-0.2413682,-0.07127447,1,1,0.076540592
FRMD5,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera,0.6273192,0.534149,0.000315215,0.04338768,0.146935,1,1,0.076548327
SLC25A34,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.04235361,0.006216008,0.000315628,0.1687033,0.5714077,1,1,0.07663587
NEURL3,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera,0.1583151,0.1265534,0.000315787,0.07434209,0.251815,1,1,0.076640978
C18orf54,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella,0.4408653,0.4086076,0.000318711,0.02897556,0.09824846,1,1,0.077090101
CDC42EP4,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3507958,0.3262976,0.000320709,0.05483186,0.1860504,1,1,0.077445361
KIF3A,Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae,0.3926998,0.3450684,0.000323284,0.03785138,0.128549,1,1,0.077861456
ADAMTS5,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3770469,0.3147516,0.000324079,-0.4614769,-0.1358448,1,1,0.078001342
MPG,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium 5,0.8687856,0.8049515,0.000324642,-0.1971098,-0.05801183,1,1,0.078091039
CCDC88A,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3420006,0.2903928,0.000324727,-0.4202702,-0.1236871,1,1,0.078092985
CNDP1,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae UCG 014,0.1869214,0.1562392,0.000325125,-0.1127832,-0.03318793,1,1,0.078176058
ABCC1,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae,0.3881955,0.3402108,0.000326874,-0.3123652,-0.09186208,1,1,0.078413636
