Table S6: Significant and stability-selected host gene-microbe associations at FDR < 0.1 for CRC data,,,,,,,,,
,,,,,,,,,
gene,taxa,final_model_r.sqr,final_model_r.sqr.adj,pval,ci.lower,ci.upper,Bonferonni_global,BY_global,BH_global
FCGR2A,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.3287269,0.2598784,0.0000611,0.837992,2.441469,1,0.5054202,0.03266819
TBL1XR1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.212427,0.1740088,0.0000612,0.1216401,0.354446,1,0.5058236,0.03269427
PEX5L,Bacteria;Synergistetes;Synergistia;Synergistales,0.9116848,0.8813264,0.0000612,0.05793978,0.1688332,1,0.50584766,0.03269582
FNDC11,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;BS11,0.74257,0.6645609,0.0000615,-0.3775658,-0.1295197,1,0.50828203,0.03285317
NAALADL1,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae,0.5549153,0.4370987,0.0000624,0.1091859,0.31863,1,0.51444562,0.03325156
ZNF239,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium,0.3655307,0.3179455,0.0000639,-0.5989555,-0.2048869,1,0.52354475,0.03383968
CLDND1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4815046,0.3629913,0.0000643,0.1159198,0.3390483,1,0.5264846,0.0340297
TNFRSF14,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4270389,0.3840668,0.0000645,-0.4601822,-0.1572951,1,0.52741173,0.03408963
TNNT1,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;perfringens,0.5549603,0.453237,0.0000645,0.2604183,0.7618747,1,0.52741173,0.03408963
TMEM70,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.6628828,0.6185253,0.0000647,0.1454245,0.425558,1,0.52862787,0.03416824
CAMK2N1,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;paracuniculus,0.3285455,0.3125585,0.0000658,-1.776732,-0.6064046,1,0.53559952,0.03461885
CAMKK1,Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;adolescentis,0.6831511,0.6215415,0.0000664,-0.3791863,-0.1293208,1,0.53947632,0.03486943
SULF1,Bacteria;TM7;TM7-1,0.4606766,0.4202274,0.0000666,-1.100874,-0.3753741,1,0.54045502,0.03493269
GRPR,Bacteria;Proteobacteria;Alphaproteobacteria;RF32,0.3838366,0.2839182,0.0000677,0.1955207,0.5741096,1,0.54752206,0.03538947
SMIM14,Bacteria;GN02,0.5750433,0.5061314,0.0000688,0.1728359,0.5081572,1,0.55479768,0.03585974
DPM2,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium,0.7934207,0.7662392,0.0000694,-0.3398389,-0.1155093,1,0.55863097,0.03610751
CEP97,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3959313,0.3339756,0.0000694,0.1609699,0.4735992,1,0.55869795,0.03611184
PTH2R,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium,0.6337682,0.5227889,0.0000697,0.2379248,0.7002585,1,0.56062768,0.03623657
SDR16C5,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Finegoldia,0.5424547,0.495527,0.0000709,0.2597853,0.7655935,1,0.56835216,0.03673584
ZNF205,Bacteria;GN02,0.7351506,0.6650434,0.0000711,-0.2920407,-0.099076,1,0.56937847,0.03680218
NCOR2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.5638831,0.4931614,0.0000714,-0.4130007,-0.1400672,1,0.57132181,0.03692779
WDR34,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella,0.2744682,0.2571936,0.0000715,-0.7948495,-0.2695484,1,0.57178789,0.03695791
MT1H,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Anaerococcus,0.5616617,0.445631,0.0000721,0.1099529,0.3244607,1,0.57535471,0.03718846
SOX12,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira,0.6483235,0.579942,0.0000725,0.09621905,0.284056,1,0.57751768,0.03732826
PLA2G10,Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Dialister,0.412443,0.3171635,0.0000729,-0.3431748,-0.1161959,1,0.5795837,0.0374618
ORC6,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Peptoniphilus,0.5849462,0.5176402,0.000073,-0.4762711,-0.1612327,1,0.58068422,0.03753293
FZD10,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,0.7843346,0.6908797,0.0000731,0.2744221,0.8106932,1,0.58093371,0.03754906
ACCS,Bacteria;Actinobacteria,0.537987,0.4481511,0.0000735,-0.8484839,-0.2870851,1,0.58331219,0.0377028
AP5S1,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas,0.4748949,0.4210379,0.0000736,-0.1871328,-0.0633138,1,0.58342333,0.03770998
UPF3B,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Cellulomonadaceae,0.218864,0.2002655,0.0000738,-0.544739,-0.1842613,1,0.58497894,0.03781053
BBC3,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.1673498,0.1475248,0.0000739,-0.5995393,-0.2027868,1,0.58518394,0.03782378
STYXL1,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella,0.7248466,0.6802271,0.0000739,-0.5273654,-0.1783601,1,0.58569067,0.03785653
DAGLB,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium,0.356773,0.341458,0.0000745,-0.5149498,-0.1740652,1,0.58897066,0.03806853
RTN4RL1,Bacteria;Tenericutes;Mollicutes;RF39,0.4447782,0.3878324,0.0000753,0.2339735,0.6928115,1,0.59424708,0.03840958
CD53,Bacteria;Synergistetes;Synergistia;Synergistales,0.4128389,0.3176236,0.0000755,0.2467816,0.7308867,1,0.59526851,0.0384756
PRRX1,Bacteria;TM7;TM7-1,0.3060049,0.2539552,0.0000764,-0.9046641,-0.3051622,1,0.60130955,0.03886607
CACTIN,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4198292,0.3257475,0.0000768,-0.4207848,-0.141885,1,0.60401199,0.03904074
MZF1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4014117,0.3565176,0.0000775,-0.330467,-0.1113486,1,0.60826976,0.03931595
SCG5,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;producta,0.6004396,0.5227474,0.0000783,0.1208982,0.3590974,1,0.61308598,0.03962725
FAM24B,Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales,0.8265512,0.7869057,0.0000796,-0.2375548,-0.079874,1,0.62131457,0.04015911
CSDE1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2396532,0.1826272,0.0000811,0.1500874,0.4470372,1,0.63036032,0.04074378
HNRNPLL,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,0.1661116,0.1254342,0.0000812,0.1444725,0.4303597,1,0.63088608,0.04077777
NME7,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;[Odoribacteraceae];Butyricimonas,0.4895817,0.4224214,0.0000817,0.1612577,0.4805896,1,0.63399487,0.04097871
RASSF5,Bacteria;Synergistetes;Synergistia;Synergistales,0.5781677,0.4503397,0.000082,0.1523249,0.4541021,1,0.63574326,0.04109171
CWH43,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Anaerococcus,0.8092739,0.7587876,0.0000823,0.1591022,0.4744443,1,0.6377571,0.04122188
GABRB3,Bacteria;TM7;TM7-3,0.9765088,0.9468358,0.000083,0.1744386,0.5205725,1,0.64290326,0.04155451
MYO15B,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.191959,0.1727199,0.000084,-0.8014488,-0.2683068,1,0.64881897,0.04193687
CRB2,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,0.4201695,0.326143,0.0000841,0.2362409,0.7057332,1,0.64933799,0.04197042
GPR20,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;producta,0.7008335,0.6216424,0.0000841,0.08144859,0.2433218,1,0.64933799,0.04197042
SEC14L5,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Eggerthella;lenta,0.5191617,0.4256654,0.0000845,0.2444895,0.730644,1,0.65176772,0.04212747
MYO3B,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,0.5649363,0.4497724,0.0000865,0.2639795,0.7903742,1,0.66431094,0.04293821
PLPP4,Bacteria;TM7;TM7-1,0.3620329,0.3141853,0.0000865,-0.4504425,-0.1504391,1,0.66449883,0.04295035
SDS,Bacteria;Tenericutes;Mollicutes;RF39,0.7092285,0.6322596,0.0000869,0.2268306,0.679399,1,0.66643191,0.0430753
SLC19A2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae,0.4572797,0.3858691,0.0000872,0.2859896,0.8568497,1,0.66811081,0.04318381
SPG7,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4944957,0.4426492,0.0000874,-0.3111888,-0.1038479,1,0.66901485,0.04324225
FPR2,Bacteria;Synergistetes;Synergistia;Synergistales,0.5975648,0.5446128,0.0000878,0.185849,0.5571318,1,0.6708984,0.04336399
E4F1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.273811,0.2193468,0.0000892,-0.3364703,-0.1120899,1,0.68070683,0.04399797
IFNAR2,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae,0.8852609,0.8172674,0.0000896,-0.1348378,-0.0449047,1,0.68285491,0.04413681
PINK1,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella,0.3507746,0.3020827,0.0000905,0.1157588,0.347889,1,0.6878933,0.04446247
TIAF1,Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;G07,0.4390489,0.3969776,0.0000905,0.07340414,0.2206048,1,0.68792613,0.04446459
SS18L2,Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;adolescentis,0.3713325,0.3241824,0.0000906,0.1042077,0.3132121,1,0.6885466,0.0445047
PPIH,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Peptoniphilus,0.3236133,0.2906189,0.0000907,-0.2839426,-0.0944634,1,0.68887931,0.0445262
C1orf162,Bacteria;Synergistetes;Synergistia;Synergistales,0.2917542,0.198564,0.0000936,0.1780393,0.5365469,1,0.70513793,0.04557709
HMMR,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Peptoniphilus,0.2613618,0.2437752,0.000094,-0.6869141,-0.2278508,1,0.70768278,0.04574158
44083,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.5953681,0.4882596,0.0000948,-0.3055002,-0.1012611,1,0.71262937,0.0460613
SF3A2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3812663,0.3178064,0.0000961,-0.4400867,-0.1457114,1,0.71951512,0.04650637
PLEKHG5,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4096142,0.3808149,0.0000966,-0.8065069,-0.2669131,1,0.72199469,0.04666664
PRKCSH,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3007131,0.2840634,0.0000972,-0.3293474,-0.1089411,1,0.72490543,0.04685477
TCIRG1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3197445,0.2865613,0.0000981,-0.5621999,-0.1858263,1,0.72912869,0.04712775
CD14,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.2834247,0.1672233,0.0000987,0.8190438,2.479244,1,0.73233607,0.04733506
GTF3C5,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella,0.1955398,0.176386,0.0000989,-0.7384591,-0.2439098,1,0.73368975,0.04742256
PITPNM3,Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Dialister,0.1970635,0.1779459,0.00010052,-0.5203161,-0.1716239,1,0.74313216,0.04803287
OR13A1,Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;adolescentis,0.5016479,0.4360753,0.00010118,0.1318571,0.399973,1,0.74748331,0.04831411
HTRA4,Bacteria;TM7;TM7-1,0.3761364,0.3121504,0.0001015,-0.2868069,-0.0945248,1,0.74949779,0.04844432
C18orf54,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4330681,0.3411332,0.00010159,0.1955572,0.5934034,1,0.74967122,0.04845553
PROCR,Bacteria;GN02,0.6584913,0.613556,0.00010166,-0.4412552,-0.1454075,1,0.74997917,0.04847543
MSRB2,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Providencia,0.7332436,0.6722708,0.00010252,-0.1751836,-0.0576875,1,0.75471258,0.04878138
TTC7A,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micrococcaceae,0.3602247,0.2946068,0.00010321,-0.2903028,-0.0955416,1,0.7579597,0.04899126
KLRC1,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Promicromonosporaceae;Cellulosimicrobium,0.3551644,0.2703176,0.00010344,0.2902922,0.8822185,1,0.75927526,0.04907629
EML3,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.6514752,0.5837065,0.00010412,-0.3207445,-0.1054821,1,0.76263607,0.04929352
IFIT2,Bacteria;Synergistetes;Synergistia;Synergistales,0.8006395,0.7142499,0.00010524,0.1303882,0.3968411,1,0.76952531,0.04973881
G2E3,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea,0.4954488,0.4136297,0.00010596,-0.2319353,-0.0761617,1,0.7732831,0.0499817
FOXP2,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella,0.3707872,0.3235962,0.00010696,0.3759921,1.145922,1,0.77954254,0.05038628
USP1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2207002,0.1622527,0.00010845,0.1464221,0.4467834,1,0.78686241,0.05085941
LIG4,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea;formicigenerans,0.6979351,0.5810068,0.00010931,0.1313682,0.4011219,1,0.79111052,0.05113399
CYBA,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;flavefaciens,0.4420305,0.3335364,0.00010938,-0.5823718,-0.1907176,1,0.79135522,0.0511498
CCDC9,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.413598,0.3185058,0.00011014,-0.5110735,-0.1672689,1,0.79609427,0.05145612
SLC27A4,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae],0.8865248,0.8475177,0.00011027,0.0643044,0.1964968,1,0.79684722,0.05150478
HOOK2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4988298,0.461242,0.00011126,-0.5347812,-0.1748752,1,0.80217593,0.05184921
DOCK6,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4986686,0.4173716,0.00011157,-0.5902233,-0.1929588,1,0.80364106,0.05194391
CAMK2D,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,0.4861755,0.4028526,0.00011287,-0.5389696,-0.1760257,1,0.8108578,0.05241037
SYNE4,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.697486,0.5803838,0.00011316,-0.5301645,-0.1731117,1,0.81241788,0.0525112
ZDHHC11B,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae,0.3736086,0.2911887,0.00011358,-0.5755366,-0.1878664,1,0.81492591,0.05267331
SLC6A12,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7,0.1465372,0.1262166,0.00011382,-0.4496566,-0.1467501,1,0.81598431,0.05274172
MNT,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2088475,0.1900105,0.00011424,-0.3999744,-0.1304946,1,0.81844714,0.05290091
MBNL2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea;formicigenerans,0.2075931,0.1689391,0.00011526,0.1718463,0.5271268,1,0.82458474,0.05329762
IRAK1,Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae,0.9320491,0.8956468,0.00011557,0.1059799,0.3251637,1,0.82633073,0.05341047
AP4M1,Bacteria;Firmicutes;Clostridia;Clostridiales;[Mogibacteriaceae],0.5162145,0.4926152,0.00011624,-0.3201027,-0.1042779,1,0.82968679,0.05362739
PAH,Bacteria;Bacteroidetes,0.1944005,0.1339805,0.00011684,-2.573005,-0.8378205,1,0.83339346,0.05386697
HHLA2,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Anaerococcus,0.3082822,0.2745399,0.00011716,0.2417896,0.7427334,1,0.83528912,0.0539895
MS4A12,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Anaerococcus,0.3021048,0.2305258,0.00011879,0.2742136,0.8433509,1,0.84402727,0.0545543
SPDYE3,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium,0.1902956,0.171017,0.00011883,-0.5332483,-0.1733791,1,0.8441974,0.05456529
TSPOAP1,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales,0.696987,0.6277269,0.00011905,0.1176054,0.3617667,1,0.84505503,0.05462073
UBXN11,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Promicromonosporaceae;Cellulosimicrobium,0.5151791,0.4513869,0.00012009,0.2082766,0.6411721,1,0.85141445,0.05503177
CFAP45,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Promicromonosporaceae;Cellulosimicrobium,0.2404457,0.1834792,0.00012058,0.2300878,0.7085678,1,0.85392001,0.05519372
LRRC36,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,0.882143,0.8050826,0.00012087,-0.4789568,-0.1554949,1,0.85523518,0.05527873
LENG8,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3244163,0.2737476,0.00012129,-0.4384561,-0.1423031,1,0.85721276,0.05540655
PLXNC1,Bacteria;Synergistetes;Synergistia;Synergistales,0.5319217,0.4249323,0.00012148,0.1352429,0.416761,1,0.85831013,0.05547748
CRYBG2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.6177512,0.5785462,0.00012164,-0.7238087,-0.2348562,1,0.8592796,0.05554014
RNF126,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.232535,0.214262,0.00012409,-0.4030995,-0.130565,1,0.87267665,0.05640607
BHMT,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;anginosus,0.1895402,0.1287558,0.00012529,0.08125125,0.2510654,1,0.87881049,0.05680254
WBP2NL,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas,0.4153623,0.3384363,0.00012585,-0.2928629,-0.0947408,1,0.88189669,0.05700202
TMEM101,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;luteciae,0.3562693,0.3248678,0.0001269,-0.5288272,-0.1709481,1,0.88792355,0.05739157
ATP13A1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3333333,0.2833333,0.00012731,-0.35433,-0.1145072,1,0.89012949,0.05753415
HIST1H2BK,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium,0.2057677,0.1868574,0.00012743,-0.963178,-0.3112409,1,0.89052365,0.05755963
ENPP5,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae,0.1940333,0.1547179,0.00012764,0.1465539,0.4535972,1,0.8914323,0.05761836
EPPK1,Bacteria;Firmicutes;Clostridia;Clostridiales;[Mogibacteriaceae],0.699817,0.6603192,0.00012798,-0.7138074,-0.2305705,1,0.89342894,0.05774741
ARMT1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4000021,0.3707339,0.00012872,0.1755529,0.5437604,1,0.89746865,0.05800852
MAJIN,Bacteria;GN02,0.4988402,0.4013924,0.00012901,0.09253012,0.2866627,1,0.89888688,0.05810019
CMTM6,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.1105959,0.06721031,0.00012912,0.1589751,0.4925474,1,0.89941449,0.05813429
CTDSPL2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.4059191,0.2904034,0.00012965,0.1254889,0.388942,1,0.90158221,0.0582744
PCNX2,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.1948195,0.1555424,0.00012962,-0.5090542,-0.164246,1,0.90158221,0.0582744
CAPN10,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2142641,0.155334,0.0001317,-0.3853435,-0.1241539,1,0.91348064,0.05904347
BEND6,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.1707276,0.1302753,0.00013195,0.4920139,1.527354,1,0.91444476,0.05910578
STK11IP,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas,0.6698291,0.5824309,0.00013196,-0.1528876,-0.0492502,1,0.91444476,0.05910578
CASP5,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Anaerococcus,0.6087043,0.545251,0.00013217,0.1540412,0.4782594,1,0.91534508,0.05916398
MORN4,Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;paracuniculus,0.1303981,0.08797846,0.00013353,0.296099,0.92016,1,0.92279871,0.05964575
LEPROT,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2663149,0.1910652,0.00013372,0.1292006,0.4015574,1,0.92372042,0.05970532
CFB,Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales,0.1646542,0.1239057,0.00013395,0.2452214,0.7622689,1,0.92512818,0.05979631
ATP11C,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Cellulomonadaceae,0.1449929,0.1246356,0.00013409,-0.7286091,-0.234372,1,0.92566089,0.05983075
ZNF552,Bacteria;Tenericutes,0.7353632,0.5935934,0.0001343,0.08804817,0.2737604,1,0.92641257,0.05987933
HBA2,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Peptoniphilus,0.09780775,0.05379838,0.00013464,0.252458,0.7851283,1,0.92796755,0.05997984
ERVFRD-1,Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Cellulomonadaceae,0.2591406,0.2230011,0.00013488,-0.3685847,-0.1184998,1,0.92916145,0.06005701
NDOR1,Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium,0.4202772,0.3919981,0.00013494,-0.5359739,-0.1723079,1,0.92943178,0.06007448
UBALD1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.1755378,0.1559077,0.00013636,-0.451844,-0.1451247,1,0.93694239,0.06055993
RSL24D1,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.1595632,0.1185663,0.00013688,0.1456617,0.4536731,1,0.9398263,0.06074634
ITM2C,Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Dialister,0.555938,0.5103932,0.00013693,-0.6327282,-0.203145,1,0.94000851,0.06075811
JPT1,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Peptoniphilus,0.3342088,0.2842745,0.00013714,-0.4460812,-0.1431998,1,0.94106876,0.06082664
NT5C,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3379367,0.2882819,0.00013717,-0.3330357,-0.1069079,1,0.94110729,0.06082913
ADCY3,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.5294084,0.4530963,0.00013823,-0.4457665,-0.1429956,1,0.94598063,0.06114413
EIPR1,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Peptoniphilus,0.4129126,0.3842742,0.00013854,-0.2673654,-0.0857499,1,0.94735875,0.0612332
TMPRSS9,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira,0.4721304,0.4026738,0.00013914,0.08485591,0.2646815,1,0.95073345,0.06145133
PTX3,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.2877314,0.2146782,0.00013924,0.7463389,2.328124,1,0.95127108,0.06148608
TRABD,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.3828541,0.3681602,0.00013926,-0.3760537,-0.1205519,1,0.95127108,0.06148608
NFYB,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2848605,0.231225,0.00013957,0.1113012,0.3472662,1,0.95308061,0.06160304
TCF25,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2440894,0.2072157,0.00014141,-0.4017377,-0.1286057,1,0.96222923,0.06219437
SRRT,Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella,0.258423,0.2407664,0.00014159,-0.8697218,-0.2783875,1,0.96297294,0.06224244
BICRA,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2706761,0.2350994,0.0001457,-0.431558,-0.1377752,1,0.98417134,0.06361261
AGL,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia,0.2119258,0.1528202,0.00014605,0.1675513,0.5249443,1,0.98598847,0.06373006
SLC22A31,Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae,0.5153413,0.4211021,0.00014674,0.104993,0.3290894,1,0.9889279,0.06392005
ZNF823,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Leptothrix,0.6351234,0.5871133,0.00014675,-0.3027892,-0.0966015,1,0.9889279,0.06392005
NAT8,Bacteria;Firmicutes;Clostridia;Clostridiales;[Tissierellaceae];Anaerococcus,0.3728274,0.2903047,0.00014707,0.07807372,0.2447637,1,0.9907904,0.06404044
ELOVL4,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae,0.2723302,0.217755,0.0001491,0.1835024,0.5760154,1,1,0.06476375
IFIT2,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,0.8006395,0.7142499,0.00015011,0.4281879,1.344917,1,1,0.06511271
